question_id,question,answer,grv_score,grv_label,in_corpus,category,human_label,notes
Q114,How do you connect two Azure Container Apps so they can communicate with each other?,"To connect two Azure Container Apps so they can communicate with each other, deploy both container apps within the same Azure Container Apps environment. Azure Container Apps provides built-in service discovery and routing, allowing container apps in the same environment to communicate using their app names or fully qualified domain names (FQDNs).

When one app makes a request to another app's name or FQDN:

1. The environment's DNS server resolves the hostname to the Envoy proxy service address.
2. The Envoy proxy identifies the target app from the original hostname.
3. The proxy routes the request to the correct app revision(s) based on your traffic configuration.

You can use the short app name (e.g., `http://<APP_NAME>`) for calls between container apps in the same environment, which is simpler and works the same way as the full FQDN.

All traffic between container apps passes through the Envoy proxy layer, which handles TLS termination, load balancing, and traffic splitting, so the apps do not communicate directly with each other's pods.

Additionally, communication can also be done using Dapr service invocation or custom domains if configured.

In summary, to enable communication between two Azure Container Apps:

- Deploy both apps in the same Azure Container Apps environment.
- Use the app name or FQDN to call one app from another.
- Ensure ingress is enabled as needed (internal or external).
- Optionally, use Dapr for service invocation.",0.8816,grounded,TRUE,container_apps_networking,grounded,
Q115,What ingress setting is needed for one Azure Container App to call another within the same environment?,The container app must have HTTP ingress enabled to allow one Azure Container App to call another within the same environment.,0.5792,partially_grounded,TRUE,container_apps_networking,grounded,
Q116,What format is used as the hostname when one container app calls another within the same Azure Container Apps environment?,"When one container app calls another within the same Azure Container Apps environment, the hostname format used is the short app name in the form:

```
http://<APP_NAME>
```

This short app name is resolved by the environment's built-in DNS to route the request internally through the proxy. Alternatively, the fully qualified domain name (FQDN) can be used, but the short app name is simpler and works the same way since both resolve through the same proxy. For internal apps, the FQDN includes the `.internal.` segment, like:

```
<APP_NAME>---<LABEL>.internal.<ENVIRONMENT_UNIQUE_ID>.<REGION>.azurecontainerapps.io
```

However, the recommended and most straightforward format is the short app name `http://<APP_NAME>`.",0.7501,grounded,TRUE,container_apps_networking,grounded,
Q118,What is the maximum number of containers you can run in a single Azure Container Apps replica?,I could not find relevant information in the available documents about the maximum number of containers you can run in a single Azure Container Apps replica.,0.7338,grounded,TRUE,container_apps_containers,grounded,
Q119,What is the route parameter name used by default in an Azure Functions HTTP trigger URL?,I could not find relevant information in the available documents.,0.6006,grounded,TRUE,azure_functions_http,grounded,
Q120,What does the visibilityTimeout setting control in Azure Functions queue triggers?,I could not find relevant information in the available documents.,0.6088,grounded,TRUE,azure_functions_queue,grounded,
Q121,What is the minimum number of partitions required in an Event Hub for Azure Functions to scale out?,I could not find relevant information in the available documents.,0.6026,grounded,TRUE,azure_functions_eventhubs,grounded,
Q123,What does the maxEventBatchSize setting control in an Azure Functions Event Hubs trigger?,I could not find relevant information in the available documents.,0.6009,grounded,TRUE,azure_functions_eventhubs,grounded,
Q124,What connection setting is required for an Azure Functions Event Hubs trigger?,"The connection setting required for an Azure Functions Event Hubs trigger is the `connection` property, which references an environment configuration containing the name of an application setting with a connection string. This connection string must be for an Event Hubs namespace (not the event hub itself) and must have at least **read** permissions to activate the function. You need to store this connection string in an application setting with a name that matches the value you specify in the `connection` property of the binding configuration.",0.9509,grounded,TRUE,azure_functions_eventhubs,grounded,
Q125,What is the Event Grid trigger used for in Azure Functions?,The Event Grid trigger in Azure Functions is used to run a function in response to an event sent by an Event Grid source. It allows the function to respond when an Event Grid event is dispatched.,0.8373,grounded,TRUE,azure_functions_eventgrid,grounded,
Q126,What validation process does Azure Event Grid perform when subscribing an Azure Function as an endpoint?,"The context does not explicitly describe the detailed validation process that Azure Event Grid performs when subscribing an Azure Function as an endpoint. However, it mentions that the subscription validation request will be received first and that you should ignore any validation requests and copy the event request.

This implies that when Event Grid sends a subscription validation event to the Azure Function endpoint, the function receives this validation request initially. The function should handle or ignore this validation request appropriately to complete the subscription process.

Therefore, the validation process involves Event Grid sending a subscription validation request to the function endpoint as the first step in the subscription process. The function must recognize and handle this validation request to confirm the subscription.

No further details about the exact validation handshake or response are provided in the available documents.",0.8377,grounded,TRUE,azure_functions_eventgrid,grounded,
Q127,What protocol does Azure Event Grid use to deliver events to an Azure Functions HTTP endpoint?,Azure Event Grid uses HTTP requests to deliver events to an Azure Functions HTTP endpoint.,0.6516,grounded,TRUE,azure_functions_eventgrid,grounded,
Q128,What does enabling ingress on an Azure Container App do?,"Enabling ingress on an Azure Container App exposes the app to HTTP traffic coming from outside the container. The built-in HTTP ingress acts as an intermediary between your app and the end user, handling incoming traffic. This allows the container app to receive external requests either restricted to the Container App Environment or publicly exposed to accept traffic from anywhere, depending on the ingress traffic setting. Essentially, enabling ingress makes your container app accessible over the network through a specified target port.",0.8689,grounded,TRUE,container_apps_ingress,grounded,
Q129,What are the two ingress traffic types available in Azure Container Apps?,"The two ingress traffic types available in Azure Container Apps are:

1. External ingress
2. Internal ingress

This is implied by the context mentioning enabling ingress with `--type external` and references to internal and external environments for ingress and egress IP billing.",0.5747,partially_grounded,TRUE,container_apps_ingress,partially_grounded,
Q133,What are the two types of managed identities available in Azure Container Apps?,"The two types of managed identities available in Azure Container Apps are:

1. System-assigned managed identity
2. User-assigned managed identity",0.805,grounded,TRUE,container_apps_identity,grounded,
Q134,What happens to a system-assigned managed identity when the container app is deleted?,I could not find relevant information in the available documents.,0.6064,grounded,TRUE,container_apps_identity,grounded,
Q136,What common Azure service can a container app authenticate to using managed identity without storing credentials?,A container app can authenticate to Azure Key Vault using managed identity without storing credentials.,0.7903,grounded,TRUE,container_apps_identity,grounded,
Q137,What does the initialBatchSizeOverride setting do in an Azure Functions Event Hubs trigger?,I could not find relevant information in the available documents.,0.608,grounded,TRUE,azure_functions_eventhubs,grounded,
Q138,What does the allowInsecure setting do in Azure Container Apps ingress?,"The `allowInsecure` setting in Azure Container Apps ingress controls whether HTTPS redirects are enforced. When `allowInsecure` is set to `false` (which is the default), it enforces HTTPS redirects, meaning that all traffic is secured with TLS. If set otherwise, it would allow insecure (non-HTTPS) traffic.",0.5217,partially_grounded,TRUE,container_apps_ingress,partially_grounded,
Q139,How can you verify that managed identity is working correctly in an Azure Container Apps deployment?,"You can verify that managed identity is working correctly in an Azure Container Apps deployment by querying the Log Analytics workspace for console log messages from your container app. Follow these steps:

1. After deployment, wait 5 to 10 minutes for the analytics to arrive in the Log Analytics workspace.

2. In the Azure portal, go to your container app resource by selecting **Go to resource**.

3. Under **Monitoring**, select **Logs**.

4. Select **KQL mode** from the menu bar.

5. Enter the following query, replacing `'my-container-app'` with your container app's name:

    ```
    ContainerAppConsoleLogs_CL | where ContainerAppName_s == 'my-container-app' | project ContainerAppName_s, Log_s, TimeGenerated
    ```

6. Select the **Run** button.

7. Inspect the results in the table to see the console log messages, which can indicate whether the managed identity is functioning correctly (for example, by showing successful authentication or access to resources like Key Vault).

This log inspection helps confirm that the managed identity is being used properly by your container app.",0.6337,grounded,TRUE,container_apps_identity,grounded,
Q140,What is the purpose of the consumer group setting in an Azure Functions Event Hubs trigger?,I could not find relevant information in the available documents.,0.6084,grounded,TRUE,azure_functions_eventhubs,grounded,
Q141,What is the default consistency level in Azure Cosmos DB?,I could not find relevant information in the available documents.,0.6051,grounded,FALSE,cosmos_db,grounded,
Q142,How does Azure Cosmos DB handle automatic failover across regions?,I could not find relevant information in the available documents.,0.6007,grounded,FALSE,cosmos_db,grounded,
Q143,What is a partition key in Azure Cosmos DB and why is it important?,"A partition key in Azure Cosmos DB is a property that defines how data is logically partitioned within a collection (or container). When creating a collection with the `CreateIfNotExists` option set to true, the partition key path must be specified. It is important because:

- It determines how data is distributed across partitions, which affects scalability and performance.
- For collections that are partitioned, lookup operations must specify the partition key value to efficiently locate the data.
- Events or data with the same partition key value are assigned to the same partition, ensuring data locality.

In summary, the partition key is crucial for organizing and accessing data efficiently in a partitioned Azure Cosmos DB collection.",0.6338,grounded,FALSE,cosmos_db,grounded,
Q144,What is the maximum document size supported by Azure Cosmos DB?,I could not find relevant information in the available documents.,0.6053,grounded,FALSE,cosmos_db,grounded,
Q145,What are Request Units in Azure Cosmos DB?,I could not find relevant information about what Request Units in Azure Cosmos DB are in the available documents.,0.6145,grounded,FALSE,cosmos_db,grounded,
Q146,What APIs does Azure Cosmos DB support for data access?,"Azure Cosmos DB supports data access through the following APIs:

- SQL API (supported by Azure Cosmos DB bindings)
- Azure Cosmos DB for MongoDB
- Azure Cosmos DB for Apache Cassandra
- Azure Cosmos DB for Apache Gremlin
- Azure Cosmos DB for Table

For all APIs other than the SQL API, you should access the database from your function by using the static client for your specific API.",0.7449,grounded,FALSE,cosmos_db,grounded,
Q147,How does the change feed feature work in Azure Cosmos DB?,The change feed feature in Azure Cosmos DB works by publishing inserts and updates across partitions. It listens for new and updated items in the database but does not publish deletions. The Azure Cosmos DB Trigger in Azure Functions uses this change feed to respond to these inserts and updates in real-time. Watching for delete operations using change streams is currently not supported.,0.7372,grounded,FALSE,cosmos_db,grounded,
Q148,What is the difference between provisioned throughput and serverless mode in Azure Cosmos DB?,I could not find relevant information in the available documents.,0.6017,grounded,FALSE,cosmos_db,grounded,
Q149,How do you perform a cross-partition query in Azure Cosmos DB?,I could not find relevant information in the available documents.,0.6004,grounded,FALSE,cosmos_db,grounded,
Q151,What consistency levels are available in Azure Cosmos DB?,I could not find relevant information in the available documents.,0.6005,grounded,FALSE,cosmos_db,grounded,
Q153,What is the Azure Cosmos DB emulator used for?,I could not find relevant information in the available documents.,0.6016,grounded,FALSE,cosmos_db,grounded,
Q154,How does Azure Cosmos DB index data by default?,I could not find relevant information in the available documents.,0.6019,grounded,FALSE,cosmos_db,grounded,
Q155,What is the difference between a database and a container in Azure Cosmos DB?,I could not find relevant information in the available documents.,0.6058,grounded,FALSE,cosmos_db,grounded,
Q156,What is a Kubernetes pod?,"A Kubernetes pod is an underlying unit on which your application is running in a Kubernetes cluster. The Kubernetes API provides information about these pods and their logs. Pods can be part of different types such as ReplicaSet, DaemonSet, or StatefulSet, and they run instances of containers with specified CPU and memory resources.",0.6264,grounded,FALSE,kubernetes,grounded,
Q157,What is the difference between a Deployment and a StatefulSet in Kubernetes?,I could not find relevant information in the available documents.,0.3125,ungrounded,FALSE,kubernetes,ungrounded,
Q159,What is a Kubernetes ConfigMap used for?,I could not find relevant information in the available documents.,0.3004,ungrounded,FALSE,kubernetes,ungrounded,
Q160,What is the role of etcd in a Kubernetes cluster?,I could not find relevant information in the available documents.,0.6035,grounded,FALSE,kubernetes,grounded,
Q162,How does Kubernetes handle rolling updates for a Deployment?,I could not find relevant information in the available documents.,0.6018,grounded,FALSE,kubernetes,grounded,
Q163,What is a Kubernetes Service and what types are available?,I could not find relevant information in the available documents.,0.3007,ungrounded,FALSE,kubernetes,ungrounded,
Q164,What does the kubectl apply command do in Kubernetes?,I could not find relevant information in the available documents.,0.6033,grounded,FALSE,kubernetes,grounded,
Q165,What is a Kubernetes Ingress resource used for?,I could not find relevant information in the available documents.,0.609,grounded,FALSE,kubernetes,grounded,
Q166,How does Azure Kubernetes Service manage node upgrades?,I could not find relevant information in the available documents about how Azure Kubernetes Service manages node upgrades.,0.5616,partially_grounded,FALSE,kubernetes,partially_grounded,
Q167,What is a DaemonSet in Kubernetes?,I could not find relevant information in the available documents.,0.3054,ungrounded,FALSE,kubernetes,ungrounded,
Q169,What is the maximum number of nodes in an AKS node pool?,I could not find relevant information in the available documents about the maximum number of nodes in an AKS node pool.,0.6005,grounded,FALSE,kubernetes,grounded,
Q170,What is a Kubernetes Secret and how is it different from a ConfigMap?,I could not find relevant information in the available documents.,0.2997,ungrounded,FALSE,kubernetes,ungrounded,
Q171,What is the maximum execution timeout for an AWS Lambda function?,I could not find relevant information in the available documents.,0.6076,grounded,FALSE,aws_lambda,grounded,
Q173,What is a Lambda Layer in AWS and what is it used for?,I could not find relevant information in the available documents.,0.6031,grounded,FALSE,aws_lambda,grounded,
Q174,How does AWS Lambda handle cold starts?,I could not find relevant information in the available documents.,0.602,grounded,FALSE,aws_lambda,grounded,
Q175,What is the difference between synchronous and asynchronous invocation in AWS Lambda?,I could not find relevant information in the available documents.,0.6017,grounded,FALSE,aws_lambda,grounded,
Q178,What is Provisioned Concurrency in AWS Lambda?,I could not find relevant information in the available documents.,0.6032,grounded,FALSE,aws_lambda,grounded,
Q179,What event sources can trigger an AWS Lambda function?,I could not find relevant information in the available documents.,0.6094,grounded,FALSE,aws_lambda,grounded,
Q181,What is the AWS Lambda deployment package size limit?,I could not find relevant information in the available documents.,0.6008,grounded,FALSE,aws_lambda,grounded,
Q183,How does AWS Lambda integrate with Amazon API Gateway?,I could not find relevant information in the available documents.,0.6002,grounded,FALSE,aws_lambda,grounded,
Q185,How do you pass environment variables to an AWS Lambda function?,I could not find relevant information in the available documents.,0.6476,grounded,FALSE,aws_lambda,grounded,
Q186,What is the difference between a list and a tuple in Python?,I could not find relevant information in the available documents.,0.2978,ungrounded,FALSE,python,ungrounded,
Q187,How does Python handle memory management and garbage collection?,I could not find relevant information in the available documents.,0.5949,partially_grounded,FALSE,python,partially_grounded,
Q188,What is a Python decorator and how do you create one?,I could not find relevant information in the available documents.,0.3127,ungrounded,FALSE,python,ungrounded,
Q190,How does the Python GIL affect multithreaded programs?,I could not find relevant information in the available documents.,0.6251,grounded,FALSE,python,grounded,
Q191,What is the difference between async and sync functions in Python?,I could not find relevant information in the available documents.,0.5903,partially_grounded,FALSE,python,partially_grounded,
Q192,How do you handle exceptions in Python using try except finally?,I could not find relevant information in the available documents about how to handle exceptions in Python using try except finally.,0.6173,grounded,FALSE,python,grounded,
Q195,What is the difference between is and == in Python?,I could not find relevant information in the available documents.,0.5997,partially_grounded,FALSE,python,partially_grounded,
Q196,How does Python implement object-oriented inheritance?,I could not find relevant information in the available documents.,0.6009,grounded,FALSE,python,grounded,
Q198,What is the purpose of virtual environments in Python?,I could not find relevant information in the available documents.,0.5997,partially_grounded,FALSE,python,partially_grounded,
Q199,How does Python handle multiple inheritance and what is MRO?,I could not find relevant information in the available documents.,0.6007,grounded,FALSE,python,grounded,
