question_id,expected_answer,source_doc,in_corpus,category,config,question,answer,retrieved_chunks,latency_ms,grv_score,grv_label,grv_layer_scores,flagged,ragas_faithfulness,cross_encoder_score,reranker_score
Q050,Only the Consumption plan,container-apps/environment.md,True,container_apps_environment,A,What plan does a Consumption only environment support in Azure Container Apps?,"A Consumption-only environment in Azure Container Apps supports the **""Consumption"" plan**. This plan is serverless and automatically scales based on the workload, allowing you to pay only for the resources your container apps consume.",[],2053,,,,,,,
Q051,"When you want applications to never share compute resources, not communicate via built-in Dapr service invocation, or be isolated due to team or environment usage such as test vs production",container-apps/environment.md,True,container_apps_environment,A,When should you use multiple Azure Container Apps environments instead of a single one?,"You should use multiple Azure Container Apps environments instead of a single one when you need to achieve strong isolation boundaries between groups of container apps. Specifically, multiple environments are appropriate when:

- **Isolation Requirements:** You want to isolate workloads for security, compliance, or organizational reasons (e.g., separating development, testing, and production workloads).
- **Networking Boundaries:** You need distinct virtual network configurations or want to isolate network traffic between environments.
- **Resource and Scale Management:** You want to manage scaling, resource quotas, or policies independently for different sets of container apps.
- **Deployment and Lifecycle Separation:** You require separate deployment lifecycles, monitoring, or access controls for different teams or projects.

In contrast, a single environment is suitable when container apps share the same network, scaling, and operational context.",[],2869,,,,,,,
Q052,To a common Log Analytics workspace,container-apps/environment.md,True,container_apps_environment,A,Where do all container apps within the same Azure Container Apps environment send their logs by default?,"By default, all container apps within the same Azure Container Apps environment send their logs to the same Azure Log Analytics workspace associated with that environment.",[],2052,,,,,,,
Q053,After 90 days of being idle with no active container apps or jobs running,container-apps/environment.md,True,container_apps_environment,A,After how many days is an idle Azure Container Apps environment automatically deleted?,An idle Azure Container Apps environment is automatically deleted after 30 days of inactivity.,[],1574,,,,,,,
Q054,"Container stdout and stderr streams, container app scaling events, Dapr sidecar logs if Dapr is enabled, and system-level metrics and events",container-apps/environment.md,True,container_apps_environment,A,What types of logs does an Azure Container Apps environment collect by default?,"By default, an Azure Container Apps environment collects the following types of logs:

1. **Container Logs**: Standard output (stdout) and standard error (stderr) streams from the containers running in the environment.
2. **Platform Logs**: Logs related to the infrastructure and platform operations of the Container Apps environment, such as scaling events and health status.

These logs are typically sent to Azure Monitor Logs (Log Analytics) if diagnostics are enabled, allowing for querying and analysis.",[],2117,,,,,,,
Q055,The function code files are deleted and cannot be recovered,azure-functions/event-driven-scaling.md,True,azure_functions_scaling,A,What happens to function code files if you delete the main storage account of an Azure Functions app?,"If you delete the main storage account associated with an Azure Functions app, the function code files stored in that storage account are lost. This is because Azure Functions relies on the storage account to store function code, triggers, logs, and other metadata. Without the storage account, the function app cannot access its code or state, effectively causing the function app to stop working.",[],2013,,,,,,,
Q056,The scale controller,azure-functions/event-driven-scaling.md,True,azure_functions_scaling,A,What component in Azure Functions monitors event rates and decides whether to scale out or scale in?,"In Azure Functions, the **Scale Controller** (also known as the Scale Controller or Scale Monitor) is the component that monitors event rates and decides whether to scale out (add more instances) or scale in (reduce instances) based on the workload.",[],1945,,,,,,,
Q057,1.5 GB of memory and one CPU,azure-functions/event-driven-scaling.md,True,azure_functions_scaling,A,"In the Azure Functions Consumption plan, what is each host instance typically limited to?","In the Azure Functions Consumption plan, each host instance is typically limited to 1.5 GB of memory and a single CPU core.",[],1866,,,,,,,
Q058,properties.appLogsConfiguration which is used for configuring the Log Analytics workspace,container-apps/environment.md,True,container_apps_environment,A,What property controls the log configuration for all apps in an Azure Container Apps environment?,"The property that controls the log configuration for all apps in an Azure Container Apps environment is the **""Dapr""** or more specifically, the **""log analytics""** configuration within the environment's diagnostic settings. However, the primary property used to configure centralized logging for all container apps in an Azure Container Apps environment is the **""logAnalyticsConfiguration""** property of the Container Apps Environment resource.

This property specifies the Log Analytics workspace to which all container apps in the environment send their logs and metrics.

In summary:

- **Property:** `logAnalyticsConfiguration`
- **Scope:** Azure Container Apps Environment
- **Purpose:** Controls centralized log collection and configuration for all apps within the environment.",[],2771,,,,,,,
Q059,"1,000 milliseconds",container-apps/billing.md,True,container_apps_billing,A,What is the minimum billable execution period for the Azure Container Apps Consumption plan?,The minimum billable execution period for the Azure Container Apps Consumption plan is 1 second. Billing is based on the actual CPU and memory resources consumed per second.,[],1945,,,,,,,
Q060,"You are charged a Dedicated plan management fee if you have one or more dedicated workload profiles in your environment, regardless of the number of applications",container-apps/billing.md,True,container_apps_billing,A,"In Azure Container Apps, what does the Dedicated plan management fee depend on?","In Azure Container Apps, the Dedicated plan management fee depends on the number of vCPU cores allocated to the Dedicated plan. The fee is charged based on the total vCPU capacity reserved for the plan, regardless of actual usage.",[],1687,,,,,,,
Q061,The Flex Consumption plan is recommended for hosting dynamic scale apps,azure-functions/functions-best-practices.md,True,azure_functions_best_practices,A,Which Azure Functions hosting plan is recommended for dynamic scale apps?,"The Azure Functions **Consumption Plan** is recommended for dynamic scale apps because it automatically scales out based on demand, allowing your functions to handle varying workloads efficiently without manual intervention.",[],1763,,,,,,,
Q062,"A general-purpose Azure Storage account that supports Blob, Queue, and Table storage",azure-functions/functions-best-practices.md,True,azure_functions_best_practices,A,What type of Azure Storage account is required when creating a function app?,"When creating an Azure Function App, a **General-purpose v2 (GPv2) Storage account** is required. This type of storage account supports all the necessary features for Azure Functions, including blobs, queues, and tables, which are used for function triggers and logging.",[],2265,,,,,,,
Q063,In the same region as the function app,azure-functions/functions-best-practices.md,True,azure_functions_best_practices,A,"To reduce latency, where should the storage account for an Azure Functions app be created?","To reduce latency, the storage account for an Azure Functions app should be created in the same Azure region (data center) as the Azure Functions app itself. This proximity minimizes network latency between the function app and its storage account.",[],1800,,,,,,,
Q064,AzureWebJobsStorage and WEBSITE_CONTENTAZUREFILECONNECTIONSTRING,azure-functions/functions-best-practices.md,True,azure_functions_best_practices,A,What application setting stores the storage account connection string for an Azure Functions app?,The application setting named **`AzureWebJobsStorage`** stores the storage account connection string for an Azure Functions app.,[],1562,,,,,,,
Q065,"It reduces the risk of file copy locking problems, can be deployed directly to production without triggering a restart, and may reduce cold-start times",azure-functions/functions-best-practices.md,True,azure_functions_best_practices,A,What is one benefit of running Azure Functions from a deployment package?,"One benefit of running Azure Functions from a deployment package is faster cold start times. Deployment packages allow the function app to load all necessary code and dependencies upfront, improving startup performance compared to other deployment methods like run-from-blob or direct code deployment.",[],1660,,,,,,,
Q066,FUNCTIONS_WORKER_PROCESS_COUNT controls the maximum number of language worker processes. The default value is 1.,azure-functions/functions-best-practices.md,True,azure_functions_best_practices,A,What setting controls the maximum number of language worker processes in an Azure Functions app?,"The setting that controls the maximum number of language worker processes in an Azure Functions app is:

**`FUNCTIONS_WORKER_PROCESS_COUNT`**

This app setting specifies the maximum number of language worker processes that the Azure Functions host can start for a given language runtime. Increasing this value can improve concurrency for certain workloads by allowing multiple worker processes to run in parallel.",[],2034,,,,,,,
Q067,Configure rolling updates for zero-downtime deployments in the Flex Consumption plan,azure-functions/functions-best-practices.md,True,azure_functions_best_practices,A,How should you minimise deployment downtime in the Azure Functions Flex Consumption plan?,"To minimize deployment downtime in the Azure Functions Premium plan (formerly known as the Flex Consumption plan), you should use **deployment slots**. Deployment slots allow you to deploy your new function app version to a staging slot, warm it up, and then perform a swap with the production slot. This approach ensures near-zero downtime because the swap is seamless and the new version is ready to serve requests immediately.

Key steps to minimize downtime:

1. **Use Deployment Slots:** Create a staging slot alongside your production slot.
2. **Deploy to Staging Slot:** Deploy your updated function app code to the staging slot.
3. **Warm Up the Slot:** Ensure the staging slot is warmed up and ready to handle requests.
4. **Swap Slots:** Swap the staging slot with the production slot to make the new version live instantly.
5. **Monitor Post-Swap:** Verify the production slot is functioning correctly after the swap.

Note: Deployment slots are supported in the Azure Functions Premium plan and not in the standard Consumption plan. The Premium plan offers more advanced features like VNET integration, unlimited execution duration, and deployment slots to help minimize downtime during deployments.",[],3206,,,,,,,
Q068,"No, the Flex Consumption plan does not require these settings. It uses a Blob storage container to host deployment packages instead of an Azure Files share.",azure-functions/functions-best-practices.md,True,azure_functions_best_practices,A,Does the Flex Consumption plan require the WEBSITE_CONTENTAZUREFILECONNECTIONSTRING and WEBSITE_CONTENTSHARE settings?,"No, the Azure Functions Flex Consumption plan does not require the `WEBSITE_CONTENTAZUREFILECONNECTIONSTRING` and `WEBSITE_CONTENTSHARE` settings. These settings are typically used in the Consumption and Premium plans to configure Azure Files for content sharing and persistence. In the Flex Consumption plan, the content is managed differently, and these specific app settings are not needed.",[],2082,,,,,,,
Q069,SNI (Server Name Identification) domain certificates are required,container-apps/custom-domains-certificates.md,True,container_apps_custom_domains,A,What certificate type is required when adding a custom domain to an Azure Container Apps application?,"When adding a custom domain to an Azure Container Apps application, you need to use a **TLS/SSL certificate** in the **PFX (Personal Information Exchange) format**. This certificate must include the private key and be valid for the custom domain you are configuring.",[],2007,,,,,,,
Q070,Ingress must be enabled for the container app,container-apps/custom-domains-certificates.md,True,container_apps_custom_domains,A,What must be enabled on a container app before you can add a custom domain to it?,"Before you can add a custom domain to a container app, you must enable **TLS/SSL** (HTTPS) on the container app. This typically involves configuring a TLS certificate to secure the custom domain. Additionally, the container app must be deployed and have a publicly accessible endpoint.",[],2048,,,,,,,
Q071,An A record is used for apex domains,container-apps/custom-domains-certificates.md,True,container_apps_custom_domains,A,What DNS record type is used for an apex domain when adding a custom domain to Azure Container Apps?,"When adding a custom apex domain to Azure Container Apps, you use an **A record** or an **ALIAS/ANAME record** (if your DNS provider supports it) to point the apex domain to the Azure Container Apps' IP address. Azure does not support CNAME records at the apex domain level because the DNS standard disallows CNAME records at the zone apex.

In summary:

- Use an **A record** pointing to the IP address provided by Azure Container Apps.
- Alternatively, use an **ALIAS** or **ANAME** record if your DNS provider supports these, as they allow aliasing the apex domain to a hostname.

Azure documentation typically recommends using A records or ALIAS/ANAME records for apex domains.",[],2636,,,,,,,
Q072,A CNAME record is used for subdomains,container-apps/custom-domains-certificates.md,True,container_apps_custom_domains,A,What DNS record type is used for a subdomain when adding a custom domain to Azure Container Apps?,"When adding a custom domain to Azure Container Apps, the DNS record type typically used for a subdomain is a **CNAME** record. This CNAME record points the subdomain to the Azure-provided domain name for the container app.",[],1656,,,,,,,
Q073,Certificates are applied to the container app environment and are bound to individual container apps,container-apps/custom-domains-certificates.md,True,container_apps_custom_domains,A,Where are certificates applied and bound in Azure Container Apps?,"In Azure Container Apps, certificates are applied and bound at the environment or container app level to enable secure TLS/SSL communication. Specifically:

- **Applying Certificates:** Certificates are uploaded and stored as secrets within the Container Apps environment or linked via Azure Key Vault.
- **Binding Certificates:** These certificates are then bound to the container app's ingress configuration to enable HTTPS endpoints.

This setup allows Azure Container Apps to serve traffic over secure HTTPS connections using the applied certificates.",[],1967,,,,,,,
Q074,You can upload your own certificate or use a free managed certificate,container-apps/custom-domains-certificates.md,True,container_apps_custom_domains,A,What are the two certificate options available when adding a custom domain to Azure Container Apps?,"When adding a custom domain to Azure Container Apps, the two certificate options available are:

1. **App Service Managed Certificate** – A free SSL/TLS certificate managed by Azure, suitable for basic SSL needs and automatically renewed.

2. **Bring Your Own Certificate (BYOC)** – Upload your own SSL/TLS certificate (in PFX format) to secure the custom domain, giving you full control over the certificate.",[],1995,,,,,,,
Q075,You must have role-based access to the environment to add certificates,container-apps/custom-domains-certificates.md,True,container_apps_custom_domains,A,What role-based access is required to add certificates in Azure Container Apps?,"To add certificates in Azure Container Apps, you need the **""Contributor""** role or a custom role with the following permissions on the resource or resource group:

- `Microsoft.App/containerApps/write`
- `Microsoft.App/certificates/write`

The **Contributor** role includes these permissions by default, allowing you to create and manage certificates within Azure Container Apps. If using a custom role, ensure it has write permissions for both container apps and certificates.",[],2001,,,,,,,
Q076,Do not use an account with Data Lake Storage enabled for Event Hubs triggered functions,azure-functions/functions-best-practices.md,True,azure_functions_best_practices,A,"For an Event Hubs triggered Azure Function, what storage account configuration should you avoid?","For an Event Hubs triggered Azure Function, you should avoid using a **storage account with a firewall enabled that blocks access from the Function App** or one that restricts network access in a way that prevents the Function App from connecting. The Azure Functions runtime relies on the storage account for managing triggers and checkpoints, so it must have unrestricted network access from the Function App.

In summary, **do not use a storage account with network restrictions (such as firewall rules or virtual network service endpoints) that block the Function App's access**, unless properly configured to allow the Function App's outbound IP addresses or virtual network.",[],2329,,,,,,,
Q077,A TXT record with the host asuid containing the domain verification code,container-apps/custom-domains-certificates.md,True,container_apps_custom_domains,A,"In Azure Container Apps, what TXT record must you create when validating an apex domain?","When validating an apex domain in Azure Container Apps, you must create a TXT record with the following details:

- **Name (Host):** `asuid`  
- **Value:** The unique validation token provided by Azure for your domain verification.

So, the TXT record typically looks like:

```
Name: asuid
Type: TXT
Value: <validation-token-provided-by-azure>
```

This TXT record is used by Azure to verify that you own the apex domain before you can bind it to your Container App. The exact token value is given in the Azure portal during the custom domain setup process.",[],2091,,,,,,,
Q078,It is automatically deleted,container-apps/environment.md,True,container_apps_environment,A,What happens to an Azure Container Apps environment that is in a failed state due to virtual network or Azure Policy configuration for more than 90 days?,"If an Azure Container Apps environment remains in a failed state due to virtual network or Azure Policy configuration issues for more than 90 days, the environment is automatically deleted by the platform. This is to prevent lingering resources that cannot function properly.",[],1853,,,,,,,
Q079,"No, if you configure a custom environment DNS suffix you cannot add a custom domain that contains this suffix to your container app",container-apps/custom-domains-certificates.md,True,container_apps_custom_domains,A,Can you add a custom domain that contains the custom environment DNS suffix to an Azure Container Apps app?,"No, you cannot add a custom domain that contains the custom environment DNS suffix to an Azure Container Apps app. Azure Container Apps uses a default DNS suffix for the environment (e.g., `*.azurecontainerapps.io`), but when adding custom domains, you must use your own domain names that you own and manage, not the environment's DNS suffix. Custom domains are intended to map your own domain names to the app, not to reuse or extend the environment's DNS suffix.",[],2040,,,,,,,
Q080,"Start with a value of 2 since the EP2 provides two cores, and increase by two as needed",azure-functions/functions-best-practices.md,True,azure_functions_best_practices,A,"For a Premium plan EP2 Azure Function app, what starting value of FUNCTIONS_WORKER_PROCESS_COUNT is recommended?","For a Premium plan EP2 Azure Function app, the recommended starting value for **FUNCTIONS_WORKER_PROCESS_COUNT** is **1**. 

This setting controls the number of language worker processes per function app instance. Starting with 1 is typical, and you can increase it based on your app's workload and performance requirements.",[],2039,,,,,,,
Q081,The connection string for the Azure Storage account that the Functions runtime uses for normal operations including managing triggers and logging function executions,azure-functions/functions-app-settings.md,True,azure_functions_settings,A,What does the AzureWebJobsStorage setting store in an Azure Functions app?,"The **AzureWebJobsStorage** setting in an Azure Functions app specifies the connection string to an Azure Storage account. This storage account is used by the Functions runtime to manage and store:

- Trigger metadata (e.g., for queue, blob, and timer triggers)
- Function execution logs
- Checkpoints and leases for event processing
- Internal state and bindings

In short, **AzureWebJobsStorage** is essential for the proper operation of many Azure Functions triggers and bindings that rely on Azure Storage.",[],2370,,,,,,,
Q082,It enables more verbose logging and reduced performance optimizations for local development; Azure Functions Core Tools sets this automatically when running locally,azure-functions/functions-app-settings.md,True,azure_functions_settings,A,What does setting AZURE_FUNCTIONS_ENVIRONMENT to Development do in Azure Functions?,"Setting `AZURE_FUNCTIONS_ENVIRONMENT` to `Development` in Azure Functions configures the function app to run in the Development environment. This affects behavior such as:

- Enabling more detailed logging and diagnostics to help with debugging.
- Allowing local development settings and configurations to be applied.
- Potentially enabling features like the developer exception page.
- Influencing how configuration values are loaded, for example, loading `appsettings.Development.json` if present.

In short, it signals the runtime and your function code that the app is running in a development context rather than Production, enabling development-specific behaviors and easier troubleshooting.",[],2769,,,,,,,
Q083,It specifies the version of the Azure Functions runtime to target. The tilde (~) combined with a major version pins the app to that major version.,azure-functions/functions-app-settings.md,True,azure_functions_settings,A,What is the purpose of FUNCTIONS_EXTENSION_VERSION in Azure Functions?,"The **FUNCTIONS_EXTENSION_VERSION** setting in Azure Functions specifies the version of the Azure Functions runtime that your function app should use. It controls which runtime version your functions run on, allowing you to target a specific major version or use the latest available version.

For example:
- Setting `FUNCTIONS_EXTENSION_VERSION` to `~4` will use the latest 4.x runtime version.
- Setting it to `~3` will use the latest 3.x runtime version.
- Setting it to a specific version like `2.0.12345` targets that exact runtime version.

This setting helps ensure compatibility and stability by allowing you to lock to a known runtime version or automatically receive updates within a major version.",[],2550,,,,,,,
Q084,It specifies the language or language stack of the worker runtime loaded in the function app,azure-functions/functions-app-settings.md,True,azure_functions_settings,A,What does the FUNCTIONS_WORKER_RUNTIME setting control in Azure Functions?,"The `FUNCTIONS_WORKER_RUNTIME` setting in Azure Functions specifies the runtime language stack that the function app uses to execute functions. It tells the Azure Functions host which language worker to load, such as:

- `dotnet` for C#/.NET
- `node` for JavaScript/Node.js
- `python` for Python
- `java` for Java
- `powershell` for PowerShell

This setting is essential for the function app to run correctly in the chosen language environment.",[],2286,,,,,,,
Q085,The first 2 million HTTP requests are free,container-apps/billing.md,True,container_apps_billing,A,How many free HTTP requests does Azure Container Apps provide per subscription per calendar month on the Consumption plan?,Azure Container Apps on the Consumption plan provides 1 million free HTTP requests per subscription per calendar month.,[],1571,,,,,,,
Q086,"It enables your function app to run from a mounted package file, which helps avoid file locking issues and can improve cold start performance",azure-functions/functions-app-settings.md,True,azure_functions_settings,A,What does the WEBSITE_RUN_FROM_PACKAGE setting do in Azure Functions?,"The `WEBSITE_RUN_FROM_PACKAGE` setting in Azure Functions configures the function app to run directly from a deployment package (a ZIP file) instead of from the extracted files in the wwwroot folder. When this setting is enabled (typically set to `1` or a URL pointing to a package), Azure mounts the package as a read-only file system, which can improve deployment speed, reduce cold start times, and ensure consistency by running the exact package deployed.

In summary, `WEBSITE_RUN_FROM_PACKAGE` allows Azure Functions to run the app from a packaged ZIP file rather than from extracted files on disk.",[],2561,,,,,,,
Q087,The name of the Azure Files share used to store the function app's code and configuration content,azure-functions/functions-app-settings.md,True,azure_functions_settings,A,What is the purpose of the WEBSITE_CONTENTSHARE setting in Azure Functions?,"The `WEBSITE_CONTENTSHARE` setting in Azure Functions specifies the name of the Azure Files share used to store the function app's content (code and files) when running in a Consumption or Premium plan. This setting is primarily used in Linux-based function apps or when the function app's content is stored on Azure Files for shared access across instances.

In summary, `WEBSITE_CONTENTSHARE` defines the Azure Files share name that holds the function app's content, enabling the platform to mount and access the app files consistently across scaled instances.",[],2289,,,,,,,
Q088,"APIs powered by the Distributed Application Runtime that help write simple, portable, resilient, and secured microservices",container-apps/dapr-overview.md,True,container_apps_dapr,A,What is Dapr in Azure Container Apps?,"Dapr (Distributed Application Runtime) in Azure Container Apps is a portable, event-driven runtime that simplifies building microservices by providing APIs for common capabilities such as service invocation, state management, pub/sub messaging, and resource bindings. It enables developers to build resilient, stateless or stateful applications without having to implement these features from scratch. In Azure Container Apps, Dapr is integrated as a sidecar container alongside your application, allowing seamless communication and interaction between microservices with built-in observability, security, and scalability.",[],2122,,,,,,,
Q089,Dapr is enabled at the container app level by configuring a set of Dapr arguments,container-apps/dapr-overview.md,True,container_apps_dapr,A,How is Dapr enabled for a container app in Azure Container Apps?,"Dapr is enabled for a container app in Azure Container Apps by specifying the `--enable-dapr` flag when creating or updating the container app. This activates the Dapr sidecar for the app, allowing it to use Dapr's building blocks such as service invocation, state management, pub/sub, and more.

For example, when creating a container app via Azure CLI:

```bash
az containerapp create \
  --name myapp \
  --resource-group myrg \
  --image myimage:latest \
  --enable-dapr \
  --dapr-app-id myapp-id \
  --dapr-app-port 80
```

Key points:
- `--enable-dapr` enables the Dapr sidecar.
- `--dapr-app-id` sets the Dapr application ID (used for service invocation).
- `--dapr-app-port` specifies the port your app listens on for Dapr to communicate.

If you are updating an existing container app, you can enable Dapr with:

```bash
az containerapp update \
  --name myapp \
  --resource-group myrg \
  --enable-dapr \
  --dapr-app-id myapp-id \
  --dapr-app-port 80
```

In summary, enabling Dapr involves setting the `enableDapr` property to true and configuring the app ID and port in the container app's settings.",[],3155,,,,,,,
Q090,"Each Dapr-enabled container app runs a sidecar process alongside your application; to call another Dapr-enabled app, you make a local HTTP request to the Dapr sidecar, which handles service discovery and routing",container-apps/connect-apps.md,True,container_apps_dapr,A,What is the Dapr sidecar pattern in Azure Container Apps?,"The Dapr sidecar pattern in Azure Container Apps refers to the practice of deploying the Dapr runtime as a sidecar container alongside your application container within the same pod or container instance. This sidecar runs alongside your app and provides a set of building blocks—such as service invocation, state management, pub/sub messaging, and secret management—via standardized APIs.

In Azure Container Apps, the Dapr sidecar pattern enables your microservices to leverage Dapr's capabilities without modifying the application code significantly. The sidecar intercepts calls and handles communication, state, and other concerns, allowing developers to focus on business logic while benefiting from distributed application features.

Key points:
- Dapr runs as a sidecar container next to your app container.
- Provides APIs for common microservice patterns.
- Enables easier building of distributed, event-driven applications.
- Integrated natively in Azure Container Apps for seamless use.

This pattern simplifies microservice development by abstracting infrastructure concerns into the Dapr sidecar.",[],2384,,,,,,,
Q091,Port 3500 for HTTP and port 50001 for gRPC,container-apps/dapr-overview.md,True,container_apps_dapr,A,What port does the Dapr sidecar expose its API on by default in Azure Container Apps?,"By default, the Dapr sidecar in Azure Container Apps exposes its HTTP API on port **3500**.",[],1535,,,,,,,
Q092,An environment-level resource that provides a pluggable abstraction model for connecting to supporting external services,container-apps/dapr-components.md,True,container_apps_dapr,A,What kind of resource is a Dapr component in Azure Container Apps?,"In Azure Container Apps, a Dapr component is a resource that defines the configuration for a specific building block of the Dapr runtime, such as state stores, pub/sub brokers, bindings, or secret stores. It enables your containerized applications to easily integrate with external systems and services by specifying how Dapr should connect to and interact with those resources. Essentially, a Dapr component in Azure Container Apps is a declarative configuration resource that configures middleware capabilities for distributed applications running within the environment.",[],2335,,,,,,,
Q093,"Yes, Dapr components can be scoped to specific container apps or shared across all apps in the same environment",container-apps/dapr-components.md,True,container_apps_dapr,A,Can Dapr components be shared across multiple container apps in the same Azure Container Apps environment?,"Yes, Dapr components can be shared across multiple container apps within the same Azure Container Apps environment. In Azure Container Apps, Dapr components are defined at the environment level, making them accessible to all container apps running in that environment. This allows multiple apps to reuse the same component configurations (such as state stores, pub/sub brokers, or bindings) without needing to redefine them individually for each app.",[],1968,,,,,,,
Q094,"A unique identifier for the container app used for service discovery, state encapsulation, and the pub/sub consumer ID",container-apps/enable-dapr.md,True,container_apps_dapr,A,What is the Dapr app ID used for in Azure Container Apps?,"In Azure Container Apps, the Dapr app ID is a unique identifier assigned to each application instance that uses Dapr (Distributed Application Runtime). It is used to enable service-to-service invocation, state management, and other Dapr building blocks by uniquely identifying the app within the Dapr sidecar environment. Essentially, the Dapr app ID allows different microservices or components running in Azure Container Apps to discover and securely communicate with each other through Dapr's APIs.",[],1897,,,,,,,
Q095,A managed identity on the container app and a Dapr secret store component configured to use Azure Key Vault,container-apps/dapr-component-connect-services.md,True,container_apps_dapr,A,What must you configure if you want to use Azure Key Vault as a secret store with Dapr in Azure Container Apps?,"To use Azure Key Vault as a secret store with Dapr in Azure Container Apps, you must configure the following:

1. **Azure Key Vault**: Create an Azure Key Vault and add your secrets to it.

2. **Managed Identity**: Enable a managed identity (either system-assigned or user-assigned) for your Azure Container App.

3. **Access Policy**: Grant the managed identity access permissions (typically ""Get"" and ""List"" secret permissions) on the Azure Key Vault.

4. **Dapr Component Configuration**: Create a Dapr secret store component YAML file specifying:
   - The component type as `azure.keyvault`.
   - The vault name.
   - The authentication method using the managed identity.
   
   Example snippet:
   ```yaml
   apiVersion: dapr.io/v1alpha1
   kind: Component
   metadata:
     name: azurekeyvault
     namespace: default
   spec:
     type: secretstores.azure.keyvault
     version: v1
     metadata:
     - name: vaultName
       value: ""<your-keyvault-name>""
     - name: identityClientId
       value: ""<managed-identity-client-id>"" # optional for user-assigned identity
   ```

5. **Deploy the Component**: Deploy this component configuration to your Azure Container App environment so Dapr can use it to fetch secrets.

In summary, you must configure Azure Key Vault with secrets, assign and grant a managed identity to your container app with access to the vault, and create a Dapr secret store component referencing the vault and identity.",[],3771,,,,,,,
Q096,C# running in an isolated worker process,azure-functions/functions-app-settings.md,True,azure_functions_settings,A,What language does the FUNCTIONS_WORKER_RUNTIME value dotnet-isolated refer to in Azure Functions?,"The value `dotnet-isolated` for the `FUNCTIONS_WORKER_RUNTIME` setting in Azure Functions refers to the **.NET isolated process model**. This means the function app runs using the .NET runtime in an isolated worker process, separate from the Azure Functions host process. It is used for Azure Functions written in **.NET 5, .NET 6, .NET 7, or later** using the isolated worker model, as opposed to the in-process model used in earlier versions like .NET Core 3.1.",[],2526,,,,,,,
Q097,"Dapr service invocation provides a sidecar-based approach to inter-app communication, giving container apps built-in service invocation with mutual TLS, automatic retries, and distributed tracing",container-apps/connect-apps.md,True,container_apps_dapr,A,What is the Dapr service invocation API used for in Azure Container Apps?,"The Dapr service invocation API in Azure Container Apps is used to enable secure and reliable communication between microservices. It allows one service to call another service's endpoint directly using HTTP or gRPC, abstracting away the underlying network details. This API simplifies service-to-service invocation by handling service discovery, load balancing, retries, and secure communication within the container app environment.",[],1946,,,,,,,
Q098,1,azure-functions/functions-app-settings.md,True,azure_functions_settings,A,What is the default value of the FUNCTIONS_WORKER_PROCESS_COUNT setting in Azure Functions?,"The default value of the `FUNCTIONS_WORKER_PROCESS_COUNT` setting in Azure Functions is **1**. This means that by default, a single worker process is used per function app instance.",[],1718,,,,,,,
Q099,The Metadata API,container-apps/dapr-overview.md,True,container_apps_dapr,A,What Dapr operational API in Azure Container Apps returns information about the sidecar for runtime discoverability?,"The Dapr operational API in Azure Container Apps that returns information about the sidecar for runtime discoverability is the **`/v1.0/metadata`** endpoint. 

This endpoint provides metadata about the Dapr sidecar instance, including its ID, version, and other runtime details, enabling applications and services to discover and interact with the sidecar.",[],1896,,,,,,,
Q100,The connection string of the storage account where the function app content and code are stored on Azure Files,azure-functions/functions-app-settings.md,True,azure_functions_settings,A,What does the WEBSITE_CONTENTAZUREFILECONNECTIONSTRING setting point to in an Azure Functions app?,"The `WEBSITE_CONTENTAZUREFILECONNECTIONSTRING` setting in an Azure Functions app specifies the connection string to the Azure Storage account that is used to mount the Azure Files share for the function app's content. This Azure Files share contains the function app's code and content files, enabling the app to access and run the function code.

In other words, this setting points to the Azure Storage account connection string where the function app's content (code and related files) is stored via Azure Files, allowing the platform to load and serve the function app.",[],2146,,,,,,,
Q101,Container Apps secrets and Key Vault references,container-apps/functions-secrets-app-level.md,True,azure_functions_secrets,A,What two options does Azure Container Apps provide for storing app-level secrets for Azure Functions?,"Azure Container Apps provide two options for storing app-level secrets for Azure Functions:

1. **Azure Key Vault**: You can integrate Azure Container Apps with Azure Key Vault to securely store and manage sensitive information such as connection strings, API keys, and other secrets.

2. **Azure Container Apps Secrets Store**: Azure Container Apps have a built-in secrets store where you can directly store secrets that your containerized applications can access at runtime.

These options help ensure that sensitive data is managed securely and accessed appropriately by your Azure Functions running within Azure Container Apps.",[],2187,,,,,,,
Q102,Key Vault Secrets User,container-apps/functions-secrets-app-level.md,True,azure_functions_secrets,A,What role must be assigned to a managed identity so it can read secrets from Azure Key Vault in Container Apps?,"To allow a managed identity to read secrets from an Azure Key Vault in Container Apps, you must assign it the **""Key Vault Secrets User""** role (built-in role: `Key Vault Secrets User`). This role grants the necessary permissions to get and list secrets from the Key Vault.",[],1878,,,,,,,
Q103,Within 30 minutes,container-apps/functions-secrets-app-level.md,True,azure_functions_secrets,A,How often does Azure Container Apps check for a new version of a Key Vault secret referenced by a versionless URI?,"Azure Container Apps refreshes a versionless Key Vault secret reference approximately every 24 hours. This means that if you reference a secret in Azure Key Vault without specifying a version, the container app will check for and retrieve the latest version of that secret about once a day.",[],2266,,,,,,,
Q104,The last one in the list takes effect,container-apps/environment-variables.md,True,container_apps_environment,A,"In Azure Container Apps, what happens when multiple environment variables are given the same name?","In Azure Container Apps, if multiple environment variables are given the same name, the last one specified typically takes precedence and overrides the previous ones. This means only one environment variable with that name will be available to the container, holding the value of the last definition. It is best practice to avoid duplicate environment variable names to prevent unexpected behavior.",[],1787,,,,,,,
